ar_time,noaa_ar_no,central_meridian_dist,latitude,corr_whole_spot_area,mcintosh,LL,number_of_spots,greenwich,original_central_meridian_dist,original_latitude
2002-02-14,9823,36,-4,20,HAX,1,2,ALPHA,,
2002-02-14,9824,-16,22,180,HSX,3,1,ALPHA,,
2002-02-14,9825,-16,14,460,FAI,17,38,BETA-GAMMA,,
2002-02-14,9826,2,-23,80,DSO,4,4,BETA,,
2002-02-14,9827,69,-25,,NONE,,,PLAGE,,
2002-02-14,9828,-25,-16,,NONE,,,PLAGE,,
2002-02-15,9810,95,10,60,HSX,2,1,ALPHA,,
2002-02-15,9811,71,-24,20,HSX,1,1,ALPHA,,
2002-02-15,9815,76,11,,NONE,,,PLAGE,,
2002-02-15,9818,64,6,,NONE,,,PLAGE,,
2002-02-15,9819,44,-29,20,HSX,1,1,ALPHA,,
2002-02-15,9820,51,14,,NONE,,,PLAGE,,
2002-02-15,9821,66,-12,260,DAO,10,12,BETA,,
2002-02-15,9822,18,17,10,BXO,2,4,BETA,,
2002-02-15,9823,50,-2,10,HSX,1,1,ALPHA,,
2002-02-15,9824,-4,22,130,HSX,3,1,ALPHA,,
2002-02-15,9825,-1,13,500,FKC,18,53,BETA-GAMMA,,
2002-02-15,9826,15,-22,10,BXO,4,5,BETA,,
2002-02-15,9827,82,-25,,NONE,,,PLAGE,,
2002-02-15,9828,-10,-16,10,CSO,2,5,BETA,,
2002-02-15,9829,-74,-7,20,CRO,6,4,BETA,,
2002-02-15,9830,-73,-22,30,HRX,1,1,ALPHA,,
2002-02-16,9811,84,-24,,NONE,,,PLAGE,,
2002-02-16,9815,89,11,,NONE,,,PLAGE,,
2002-02-16,9818,77,6,,NONE,,,PLAGE,,
2002-02-16,9819,57,-29,10,AXX,1,1,ALPHA,,
2002-02-16,9820,64,14,,NONE,,,PLAGE,,
2002-02-16,9821,81,-11,110,DSO,5,4,BETA,,
2002-02-16,9822,31,17,,NONE,,,PLAGE,,
2002-02-16,9823,62,-3,20,HSX,1,1,ALPHA,,
2002-02-16,9824,9,23,180,HSX,3,1,ALPHA,,
2002-02-16,9825,13,14,500,FAC,18,53,BETA-GAMMA,,
2002-02-16,9826,28,-22,,NONE,,,PLAGE,,
2002-02-16,9828,4,-16,0,BXO,1,2,BETA,,
2002-02-16,9829,-62,-6,40,DSO,9,3,BETA,,
2002-02-16,9830,-58,-21,50,DSO,10,11,BETA,,
2002-02-17,9819,72,-28,10,AXX,1,1,ALPHA,,
2002-02-17,9820,77,14,,NONE,,,PLAGE,,
2002-02-17,9823,75,-3,,NONE,,,PLAGE,,
2002-02-17,9824,22,23,140,CSO,4,2,BETA,,
2002-02-17,9825,24,13,290,FAI,18,32,BETA-GAMMA,,
2002-02-17,9826,41,-22,,NONE,,,PLAGE,,
2002-02-17,9828,18,-15,10,BXO,2,2,BETA,,
2002-02-17,9829,-52,-6,40,ESO,12,4,BETA,,
2002-02-17,9830,-44,-20,210,FAI,17,21,BETA,,
2002-02-17,9831,41,-11,10,BXO,3,2,BETA,,
2002-02-18,9819,83,-31,10,BXO,2,2,BETA,,
2002-02-18,9820,90,14,,NONE,,,PLAGE,,
2002-02-18,9822,57,17,,NONE,,,PLAGE,,
2002-02-18,9823,88,-3,,NONE,,,PLAGE,,
2002-02-18,9824,35,23,140,HSX,1,1,ALPHA,,
2002-02-18,9825,36,12,290,FAI,17,24,BETA-GAMMA,,
2002-02-18,9826,54,-22,,NONE,,,PLAGE,,
2002-02-18,9828,31,-15,,NONE,,,PLAGE,,
2002-02-18,9829,-36,-5,50,CSO,8,5,BETA,,
2002-02-18,9830,-32,-18,360,FAI,18,28,BETA-GAMMA,,
2002-02-18,9831,52,-11,0,AXX,0,1,ALPHA,,
2002-02-19,9822,70,17,,NONE,,,PLAGE,,
2002-02-19,9824,48,23,110,HSX,2,1,ALPHA,,
2002-02-19,9825,51,14,230,FAO,19,10,BETA-GAMMA,,
2002-02-19,9826,67,-22,,NONE,,,PLAGE,,
2002-02-19,9828,44,-15,,NONE,,,PLAGE,,
2002-02-19,9829,-23,-5,,NONE,,,PLAGE,,
2002-02-19,9830,-20,-18,480,FKI,20,43,BETA-GAMMA,,
2002-02-19,9831,65,-11,,NONE,,,PLAGE,,
2002-02-19,9832,-25,-13,20,BXO,12,9,BETA,,
2002-02-20,9822,83,17,,NONE,,,PLAGE,,
2002-02-20,9824,60,23,100,HSX,2,1,ALPHA,,
2002-02-20,9825,66,16,210,DAO,10,11,BETA-GAMMA,,
2002-02-20,9826,80,-22,,NONE,,,PLAGE,,
2002-02-20,9828,57,-15,,NONE,,,PLAGE,,
2002-02-20,9829,-10,-5,,NONE,,,PLAGE,,
2002-02-20,9830,-7,-20,610,FKC,19,46,BETA-GAMMA-DELTA,,
2002-02-20,9831,78,-11,,NONE,,,PLAGE,,
2002-02-20,9832,-10,-14,20,CSO,5,4,BETA,,
2002-02-20,9833,16,11,40,CRO,3,6,BETA,,
2002-02-20,9834,-55,3,10,BXO,2,2,BETA,,
2002-02-21,9824,74,24,100,HSX,2,1,ALPHA,,
2002-02-21,9825,81,16,150,DAO,7,6,BETA-GAMMA,,
2002-02-21,9828,71,-14,10,AXX,1,2,ALPHA,,
2002-02-21,9829,1,-6,0,AXX,0,1,ALPHA,,
2002-02-21,9830,7,-20,530,FKC,22,49,BETA-GAMMA-DELTA,,
2002-02-21,9832,3,-15,10,HSX,1,1,ALPHA,,
2002-02-21,9833,29,11,,NONE,,,PLAGE,,
2002-02-21,9834,-42,3,,NONE,,,PLAGE,,
2002-02-21,9835,61,-9,40,DSO,4,4,BETA,,
2002-02-21,9836,26,-2,10,BXO,5,2,BETA,,
2002-02-21,9837,-69,7,60,HSX,3,1,ALPHA,,
2002-02-22,9824,86,24,80,HSX,3,1,ALPHA,,
2002-02-22,9825,92,13,120,CAO,2,2,BETA-GAMMA,,
2002-02-22,9828,84,-14,,NONE,,,PLAGE,,
2002-02-22,9829,12,-11,,NONE,,,PLAGE,,
2002-02-22,9830,22,-19,530,FKI,20,29,BETA-GAMMA-DELTA,,
2002-02-22,9832,19,-15,30,CSO,2,2,BETA,15,-3
2002-02-22,9833,42,11,,NONE,,,PLAGE,,
2002-02-22,9834,-27,3,10,HSX,0,1,ALPHA,,
2002-02-22,9835,75,-9,170,DAO,8,3,BETA,,
2002-02-22,9836,39,-2,,NONE,,,PLAGE,,
2002-02-22,9837,-57,8,140,HAX,3,1,ALPHA,,
2002-02-22,9838,18,5,20,CRO,3,4,BETA,,
2002-02-22,9839,-6,-16,10,BXO,1,3,BETA,,
2002-02-22,9840,-72,-12,20,AXX,2,2,ALPHA,,
2002-02-23,9829,25,-11,,NONE,,,PLAGE,,
2002-02-23,9830,34,-19,440,FKI,20,32,BETA-GAMMA-DELTA,,
2002-02-23,9832,33,-14,,NONE,,,PLAGE,28,-3
2002-02-23,9833,55,11,,NONE,,,PLAGE,,
2002-02-23,9834,-13,3,10,HSX,0,2,ALPHA,,
2002-02-23,9835,87,-8,110,DAO,6,3,BETA,,
2002-02-23,9836,52,-2,,NONE,,,PLAGE,,
2002-02-23,9837,-44,9,120,CAO,4,6,BETA,,
2002-02-23,9838,31,5,20,CSO,4,4,BETA,,
2002-02-23,9839,6,-17,0,AXX,0,1,ALPHA,,
2002-02-23,9840,-58,-12,20,CSO,4,2,BETA,,
2002-02-23,9841,20,-21,60,DAO,5,6,BETA,,
2002-02-23,9842,-3,-18,10,AXX,2,2,ALPHA,,
2002-02-23,9843,-58,-26,20,AXX,2,3,ALPHA,,
2002-02-24,9829,39,-9,,NONE,,,PLAGE,,
2002-02-24,9830,49,-19,480,FAI,16,34,BETA-GAMMA-DELTA,,
2002-02-24,9832,47,-14,,NONE,,,PLAGE,41,-3
2002-02-24,9833,68,11,,NONE,,,PLAGE,,
2002-02-24,9834,0,3,,NONE,,,PLAGE,,
2002-02-24,9836,65,-2,,NONE,,,PLAGE,,
2002-02-24,9837,-32,9,80,DAO,4,8,BETA,,
2002-02-24,9838,45,5,30,CRO,5,5,BETA,,
2002-02-24,9839,20,-18,30,CSO,4,6,BETA,,
2002-02-24,9840,-46,-11,40,CSO,3,2,BETA,,
2002-02-24,9841,33,-20,70,DAO,5,9,BETA,,
2002-02-24,9842,11,-18,10,HRX,1,2,ALPHA,,
2002-02-24,9843,-46,-26,50,CAO,4,4,BETA,,
2002-02-24,9844,-33,22,40,CSO,6,4,BETA,,
2002-02-24,9845,-71,15,80,HAX,2,2,ALPHA,,
2002-02-25,9829,52,-9,,NONE,,,PLAGE,,
2002-02-25,9830,64,-17,650,FKC,17,20,BETA-GAMMA-DELTA,,
2002-02-25,9832,61,-14,,NONE,,,PLAGE,54,-3
2002-02-25,9833,81,11,,NONE,,,PLAGE,,
2002-02-25,9834,13,3,,NONE,,,PLAGE,,
2002-02-25,9836,78,-2,,NONE,,,PLAGE,,
2002-02-25,9837,-18,10,80,DAO,5,8,BETA,,
2002-02-25,9838,58,6,,NONE,,,PLAGE,,
2002-02-25,9839,35,-17,80,DAI,6,14,BETA,,
2002-02-25,9840,-33,-11,20,HSX,1,1,ALPHA,,
2002-02-25,9841,47,-20,70,DAO,7,7,BETA,,
2002-02-25,9842,23,-19,20,CSO,3,5,BETA,,
2002-02-25,9843,-33,-25,20,CRO,6,2,BETA,,
2002-02-25,9844,-18,22,100,DSO,7,10,BETA,,
2002-02-25,9845,-58,15,60,HAX,1,2,ALPHA,,
2002-02-25,9846,37,-4,20,DAO,5,5,BETA,,
2002-02-25,9847,-50,-14,50,CSO,4,7,BETA,,
2002-02-26,9829,65,-9,,NONE,,,PLAGE,,
2002-02-26,9830,79,-18,310,EAI,15,15,BETA-GAMMA,,
2002-02-26,9834,26,3,,NONE,,,PLAGE,,
2002-02-26,9837,-3,9,40,DAO,3,6,BETA,,
2002-02-26,9838,71,6,,NONE,,,PLAGE,,
2002-02-26,9839,48,-17,130,DAI,9,16,BETA,,
2002-02-26,9840,-20,-11,10,HSX,1,2,ALPHA,,
2002-02-26,9841,60,-21,30,DSO,8,5,BETA,,
2002-02-26,9842,36,-19,90,DAO,7,16,BETA,,
2002-02-26,9843,-18,-26,20,CSO,4,4,BETA,,
2002-02-26,9844,-5,22,130,DAI,9,18,BETA,,
2002-02-26,9845,-47,17,80,DAO,7,4,BETA,,
2002-02-26,9846,53,-4,90,DAO,8,10,BETA,,
2002-02-26,9847,-37,-14,60,DAO,7,6,BETA,,
2002-02-26,9848,-33,-20,20,CSO,4,4,BETA,,
2002-02-26,9849,-69,23,0,AXX,0,1,ALPHA,,
2002-02-27,9829,78,-9,,NONE,,,PLAGE,,
2002-02-27,9830,92,-17,170,EAO,12,4,BETA-GAMMA,,
2002-02-27,9834,39,3,,NONE,,,PLAGE,,
2002-02-27,9837,9,9,20,DSO,4,4,BETA,,
2002-02-27,9839,62,-17,170,DAI,9,16,BETA,,
2002-02-27,9840,-7,-11,,NONE,,,PLAGE,,
2002-02-27,9841,70,-22,20,HSX,1,1,ALPHA,,
2002-02-27,9842,49,-19,240,DKO,8,13,BETA,,
2002-02-27,9843,-6,-26,30,CSO,5,7,BETA,,
2002-02-27,9844,8,22,120,DAI,8,20,BETA,,
2002-02-27,9845,-35,17,130,DAO,10,11,BETA,,
2002-02-27,9846,68,-3,180,DAO,9,8,BETA,,
2002-02-27,9847,-24,-14,40,CSO,6,8,BETA,,
2002-02-27,9848,-20,-20,60,DSO,5,10,BETA,,
2002-02-27,9849,-55,23,0,AXX,0,1,ALPHA,,
2002-02-28,9837,23,10,0,AXX,1,2,ALPHA,,
2002-02-28,9839,75,-18,250,EAO,11,11,BETA,,
2002-02-28,9840,6,-11,,NONE,,,PLAGE,,
2002-02-28,9841,83,-22,,NONE,,,PLAGE,,
2002-02-28,9842,63,-19,210,DAO,9,6,BETA,,
2002-02-28,9843,8,-26,20,DSO,6,10,BETA,,
2002-02-28,9844,21,22,190,DAI,9,22,BETA,,
2002-02-28,9845,-21,17,160,EAI,11,22,BETA,,
2002-02-28,9846,82,-3,180,EAO,11,3,BETA,,
2002-02-28,9847,-10,-14,10,BXO,4,4,BETA,,
2002-02-28,9848,-5,-20,50,DAO,5,8,BETA,,
2002-02-28,9849,-42,23,,NONE,,,PLAGE,,
2002-02-28,9850,51,27,30,CAO,3,4,BETA,,
2002-03-01,9837,31,10,10,AXX,2,2,ALPHA,,
2002-03-01,9839,84,-18,100,DAO,9,5,BETA,,
2002-03-01,9840,19,-11,,NONE,,,PLAGE,,
2002-03-01,9842,73,-18,130,DAO,9,4,BETA,,
2002-03-01,9843,20,-26,60,DSO,8,12,BETA,,
2002-03-01,9844,34,22,230,DAI,10,24,BETA,,
2002-03-01,9845,-8,18,320,EAI,13,25,BETA,,
2002-03-01,9846,91,-5,30,DAO,6,3,BETA,,
2002-03-01,9847,1,-13,10,AXX,1,2,ALPHA,,
2002-03-01,9848,7,-20,50,DSO,6,8,BETA,,
2002-03-01,9849,-29,23,,NONE,,,PLAGE,,
2002-03-01,9850,64,27,30,CRO,3,3,BETA,,
2002-03-02,9837,44,10,,NONE,,,PLAGE,,
2002-03-02,9839,97,-18,,NONE,,,PLAGE,,
2002-03-02,9840,32,-11,,NONE,,,PLAGE,,
2002-03-02,9842,87,-19,90,DAO,8,4,BETA,,
2002-03-02,9843,33,-26,110,DAO,9,11,BETA,,
2002-03-02,9844,48,22,160,DAI,10,12,BETA,,
2002-03-02,9845,4,17,390,EKI,13,20,BETA,,
2002-03-02,9847,15,-14,10,BXO,4,4,BETA,,
2002-03-02,9848,21,-20,30,CAO,7,4,BETA,,
2002-03-02,9849,-16,23,,NONE,,,PLAGE,,
2002-03-02,9850,74,26,1,AXX,2,2,ALPHA,,
2002-03-02,9851,-56,-7,50,DSO,6,5,BETA,,
2002-03-02,9852,-66,16,1,AXX,1,1,ALPHA,,
2002-03-03,9837,57,10,,NONE,,,PLAGE,,
2002-03-03,9840,52,-14,0,AXX,0,1,ALPHA,,
2002-03-03,9843,47,-26,100,DAO,9,12,BETA,,
2002-03-03,9844,61,22,130,DAO,10,10,BETA,,
2002-03-03,9845,18,18,370,EKI,14,24,BETA-GAMMA,,
2002-03-03,9847,30,-13,0,AXX,0,1,ALPHA,,
2002-03-03,9848,34,-19,20,BXO,7,5,BETA,,
2002-03-03,9849,-3,23,,NONE,,,PLAGE,,
2002-03-03,9850,87,26,,NONE,,,PLAGE,,
2002-03-03,9851,-42,-5,40,DSO,8,8,BETA,,
2002-03-03,9852,-52,15,0,AXX,0,1,ALPHA,,
2002-03-03,9853,-69,-24,10,HRX,1,1,ALPHA,,
2002-03-04,9837,70,10,,NONE,,,PLAGE,,
2002-03-04,9840,64,-16,10,BXO,4,4,BETA,,
2002-03-04,9843,60,-25,50,DAO,9,7,BETA,,
2002-03-04,9844,76,23,100,CAO,6,5,BETA,,
2002-03-04,9845,33,18,390,FKI,16,26,BETA-GAMMA,,
2002-03-04,9847,43,-13,,NONE,,,PLAGE,,
2002-03-04,9848,45,-19,0,AXX,1,1,ALPHA,,
2002-03-04,9851,-29,-6,40,CAO,8,7,BETA,,
2002-03-04,9852,-39,15,,NONE,,,PLAGE,,
2002-03-04,9853,-54,-23,50,HAX,2,3,ALPHA,,
2002-03-04,9854,9,11,20,CSO,3,8,BETA,,
2002-03-04,9855,-24,12,20,CAO,3,7,BETA,,
2002-03-04,9856,-74,-6,110,HAX,2,1,ALPHA,,
2002-03-05,9837,83,10,,NONE,,,PLAGE,,
2002-03-05,9840,77,-19,60,CAO,5,5,BETA,,
2002-03-05,9843,72,-26,70,CSO,2,1,BETA,,
2002-03-05,9844,87,21,80,CAO,3,4,BETA,,
2002-03-05,9845,46,17,420,FKO,18,26,BETA-GAMMA,,
2002-03-05,9847,56,-13,,NONE,,,PLAGE,,
2002-03-05,9848,58,-19,,NONE,,,PLAGE,,
2002-03-05,9851,-16,-6,70,DAI,10,14,BETA,,
2002-03-05,9852,-26,15,,NONE,,,PLAGE,,
2002-03-05,9853,-42,-23,80,DAO,7,7,BETA,,
2002-03-05,9854,24,10,30,CRO,3,5,BETA,,
2002-03-05,9855,-10,13,30,CAO,4,5,BETA,,
2002-03-05,9856,-61,-8,220,CSO,6,3,BETA,,
2002-03-05,9857,58,-4,0,AXX,1,2,ALPHA,,
2002-03-05,9858,-5,-30,30,DAO,3,3,BETA,,
2002-03-05,9859,-47,-10,30,CSO,2,2,BETA,,
2002-03-06,9840,90,-19,,NONE,,,PLAGE,,
2002-03-06,9843,84,-26,10,AXX,1,1,ALPHA,,
2002-03-06,9845,60,17,430,FAI,20,19,BETA-GAMMA,,
2002-03-06,9847,69,-13,,NONE,,,PLAGE,,
2002-03-06,9848,71,-19,,NONE,,,PLAGE,,
2002-03-06,9851,-2,-6,70,DAI,10,19,BETA,,
2002-03-06,9852,-13,15,,NONE,,,PLAGE,,
2002-03-06,9853,-28,-23,80,DAO,7,10,BETA,,
2002-03-06,9854,37,10,,NONE,,,PLAGE,,
2002-03-06,9855,3,13,,NONE,,,PLAGE,,
2002-03-06,9856,-48,-6,180,CAO,10,5,BETA,,
2002-03-06,9857,72,-4,30,BXO,4,4,BETA,,
2002-03-06,9858,8,-30,20,DSO,3,3,BETA,,
2002-03-06,9859,-34,-10,30,CRO,8,4,BETA,,
2002-03-06,9860,-61,-6,20,AXX,2,2,ALPHA,,
2002-03-06,9861,-66,7,30,HSX,1,1,ALPHA,,
2002-03-07,9843,95,-26,,NONE,,,PLAGE,,
2002-03-07,9845,73,17,290,FAI,19,10,BETA-GAMMA,,
2002-03-07,9847,82,-13,,NONE,,,PLAGE,,
2002-03-07,9848,84,-19,,NONE,,,PLAGE,,
2002-03-07,9851,11,-2,120,EAI,13,21,BETA,,
2002-03-07,9852,5,17,10,AXX,2,3,ALPHA,,
2002-03-07,9853,-15,-23,70,DAO,7,10,BETA,,
2002-03-07,9854,50,10,,NONE,,,PLAGE,,
2002-03-07,9855,16,13,,NONE,,,PLAGE,,
2002-03-07,9856,-35,-5,210,HKX,3,1,ALPHA,,
2002-03-07,9857,85,-4,50,DSO,6,2,BETA,,
2002-03-07,9858,21,-29,10,AXX,1,1,ALPHA,,
2002-03-07,9859,-21,-10,30,DSO,8,9,BETA,,
2002-03-07,9860,-48,-6,10,AXX,1,2,ALPHA,,
2002-03-07,9861,-53,8,10,AXX,1,1,ALPHA,,
2002-03-07,9862,58,6,30,CSO,5,6,BETA,,
2002-03-07,9863,37,18,30,DRO,4,5,BETA,,
2002-03-08,9845,86,17,80,DSO,10,5,BETA,,
2002-03-08,9847,95,-13,,NONE,,,PLAGE,,
2002-03-08,9848,97,-19,,NONE,,,PLAGE,,
2002-03-08,9851,24,-2,130,ESI,13,25,BETA,,
2002-03-08,9852,18,17,,NONE,,,PLAGE,,
2002-03-08,9853,-2,-23,70,DAO,7,9,BETA,,
2002-03-08,9854,63,10,,NONE,,,PLAGE,,
2002-03-08,9855,29,13,,NONE,,,PLAGE,,
2002-03-08,9856,-22,-5,200,CSO,3,2,BETA,,
2002-03-08,9857,96,-4,,NONE,,,PLAGE,,
2002-03-08,9858,34,-29,,NONE,,,PLAGE,,
2002-03-08,9859,-8,-10,30,CSO,6,8,BETA,,
2002-03-08,9860,-35,-6,,NONE,,,PLAGE,,
2002-03-08,9861,-40,8,10,HSX,1,1,ALPHA,,
2002-03-08,9862,71,6,50,DSO,6,6,BETA,,
2002-03-08,9863,50,18,10,BXO,4,5,BETA,,
2002-03-08,9864,-69,18,50,HSX,2,1,ALPHA,,
2002-03-09,9851,37,-2,90,DAO,10,13,BETA,,
2002-03-09,9853,11,-23,40,CAO,8,8,BETA,,
2002-03-09,9854,76,10,,NONE,,,PLAGE,,
2002-03-09,9855,42,13,,NONE,,,PLAGE,,
2002-03-09,9856,-7,-5,150,CSO,4,2,BETA,,
2002-03-09,9858,47,-29,,NONE,,,PLAGE,,
2002-03-09,9859,5,-10,70,CSO,9,13,BETA,,
2002-03-09,9860,-22,-6,,NONE,,,PLAGE,,
2002-03-09,9861,-27,8,,NONE,,,PLAGE,,
2002-03-09,9862,84,6,40,CSO,4,3,BETA,,
2002-03-09,9863,63,18,10,AXX,1,1,ALPHA,,
2002-03-09,9864,-56,18,80,HSX,2,1,ALPHA,,
2002-03-09,9865,-72,14,10,AXX,1,1,ALPHA,,
2002-03-09,9866,-80,-10,120,HSX,2,1,ALPHA,,
2002-03-10,9851,52,-4,60,DSO,8,9,BETA,,
2002-03-10,9853,26,-22,20,CSO,4,3,BETA,,
2002-03-10,9856,6,-3,160,HSX,3,2,ALPHA,,
2002-03-10,9858,60,-29,,NONE,,,PLAGE,,
2002-03-10,9859,20,-10,30,DSO,6,9,BETA,,
2002-03-10,9860,-9,-6,,NONE,,,PLAGE,,
2002-03-10,9861,-14,8,,NONE,,,PLAGE,,
2002-03-10,9863,75,19,,NONE,,,PLAGE,,
2002-03-10,9864,-43,19,70,CSO,4,5,BETA,,
2002-03-10,9865,-58,14,0,AXX,0,1,ALPHA,,
2002-03-10,9866,-73,-10,560,EKO,15,8,BETA-GAMMA,,
2002-03-11,9851,67,-6,60,DAO,7,4,BETA,,
2002-03-11,9853,39,-24,20,CRO,3,2,BETA,,
2002-03-11,9856,18,-3,150,CSO,6,5,BETA,,
2002-03-11,9858,73,-29,,NONE,,,PLAGE,,
2002-03-11,9859,33,-11,30,CRO,6,7,BETA,,
2002-03-11,9860,4,-6,,NONE,,,PLAGE,,
2002-03-11,9861,-1,8,,NONE,,,PLAGE,,
2002-03-11,9863,88,19,,NONE,,,PLAGE,,
2002-03-11,9864,-29,20,90,CAO,5,6,BETA,,
2002-03-11,9865,-43,15,20,HRX,1,1,ALPHA,,
2002-03-11,9866,-61,-9,840,EKI,14,19,BETA-GAMMA,,
2002-03-12,9851,84,-6,40,HSX,1,1,ALPHA,,
2002-03-12,9853,52,-24,,NONE,,,PLAGE,,
2002-03-12,9856,32,-3,160,HSX,3,2,ALPHA,,
2002-03-12,9858,86,-29,,NONE,,,PLAGE,,
2002-03-12,9859,46,-11,20,CRO,6,4,BETA,,
2002-03-12,9860,17,-6,,NONE,,,PLAGE,,
2002-03-12,9861,12,8,,NONE,,,PLAGE,,
2002-03-12,9864,-14,19,50,CSO,5,4,BETA,,
2002-03-12,9865,-30,15,20,HRX,1,1,ALPHA,,
2002-03-12,9866,-47,-8,870,EKI,15,23,BETA-GAMMA-DELTA,,
2002-03-12,9867,-16,-30,10,BXO,1,3,BETA,,
2002-03-12,9868,-32,19,60,DAO,6,11,BETA,,
2002-03-12,9869,-42,24,0,AXX,1,1,ALPHA,,
2002-03-12,9870,-62,-17,130,DSO,8,3,BETA,,
2002-03-13,9853,65,-24,,NONE,,,PLAGE,,
2002-03-13,9856,45,-3,150,HSX,3,1,ALPHA,,
2002-03-13,9859,56,-11,10,HRX,1,1,ALPHA,,
2002-03-13,9860,30,-6,,NONE,,,PLAGE,,
2002-03-13,9861,25,8,,NONE,,,PLAGE,,
2002-03-13,9864,-3,18,40,DSO,6,3,BETA,,
2002-03-13,9865,-18,14,0,AXX,0,1,ALPHA,,
2002-03-13,9866,-35,-10,900,EKI,15,27,BETA-GAMMA-DELTA,,
2002-03-13,9867,-4,-31,0,AXX,1,1,ALPHA,,
2002-03-13,9868,-20,19,40,DSO,7,8,BETA,,
2002-03-13,9869,-29,24,10,AXX,1,1,ALPHA,,
2002-03-13,9870,-51,-18,120,ESO,13,6,BETA,,
2002-03-14,9853,78,-24,,NONE,,,PLAGE,,
2002-03-14,9856,59,-3,150,HAX,2,2,ALPHA,,
2002-03-14,9859,66,-11,10,HRX,1,1,ALPHA,,
2002-03-14,9860,43,-6,,NONE,,,PLAGE,,
2002-03-14,9861,38,8,,NONE,,,PLAGE,,
2002-03-14,9864,9,19,60,CSO,6,6,BETA,,
2002-03-14,9865,-2,13,0,AXX,0,1,ALPHA,,
2002-03-14,9866,-20,-11,820,EKI,15,37,BETA-DELTA,,
2002-03-14,9867,9,-31,,NONE,,,PLAGE,,
2002-03-14,9868,-7,19,20,CSO,6,7,BETA,,
2002-03-14,9869,-14,21,10,HSX,1,2,ALPHA,,
2002-03-14,9870,-37,-20,120,EAO,12,4,BETA,,
2002-03-14,9871,-70,-21,150,DAO,8,4,BETA,,
2002-03-15,9856,72,-4,100,HAX,2,3,ALPHA,,
2002-03-15,9859,79,-11,10,AXX,1,2,ALPHA,,
2002-03-15,9860,55,-6,10,AXX,1,1,ALPHA,,
2002-03-15,9861,51,8,,NONE,,,PLAGE,,
2002-03-15,9864,20,18,50,CSO,7,5,BETA,,
2002-03-15,9865,11,13,,NONE,,,PLAGE,,
2002-03-15,9866,-7,-10,820,EKI,14,36,BETA-DELTA,,
2002-03-15,9867,22,-31,,NONE,,,PLAGE,,
2002-03-15,9868,6,19,20,CSO,6,11,BETA,,
2002-03-15,9869,0,23,10,AXX,1,1,ALPHA,,
2002-03-15,9870,-24,-20,120,CAO,10,6,BETA,,
2002-03-15,9871,-58,-20,210,EAO,13,7,BETA,,
2002-03-16,9856,85,-4,50,HSX,1,1,ALPHA,,
2002-03-16,9860,68,-7,20,CSO,3,4,BETA,,
2002-03-16,9861,64,8,,NONE,,,PLAGE,,
2002-03-16,9864,35,18,40,CSO,4,3,BETA,,
2002-03-16,9865,24,13,,NONE,,,PLAGE,,
2002-03-16,9866,6,-9,690,EKI,13,26,BETA-DELTA,,
2002-03-16,9867,35,-31,,NONE,,,PLAGE,,
2002-03-16,9868,18,20,20,CSO,4,4,BETA,,
2002-03-16,9869,13,23,,NONE,,,PLAGE,,
2002-03-16,9870,-6,-19,90,CSO,3,4,BETA,,
2002-03-16,9871,-44,-20,200,ESO,14,6,BETA,,
2002-03-16,9872,-9,-31,30,DAO,6,6,BETA,,
2002-03-17,9861,77,8,,NONE,,,PLAGE,,
2002-03-17,9864,47,19,50,DSO,4,3,BETA,,
2002-03-17,9865,37,13,,NONE,,,PLAGE,,
2002-03-17,9866,19,-9,540,EKI,15,35,BETA-GAMMA-DELTA,,
2002-03-17,9867,48,-31,,NONE,,,PLAGE,,
2002-03-17,9868,32,20,10,CSO,3,4,BETA,,
2002-03-17,9869,26,23,,NONE,,,PLAGE,,
2002-03-17,9870,7,-20,100,HSX,2,2,ALPHA,,
2002-03-17,9871,-31,-21,280,EAO,13,13,BETA,,
2002-03-17,9872,5,-31,40,DSO,7,7,BETA,,
2002-03-18,9861,90,8,,NONE,,,PLAGE,,
2002-03-18,9864,62,17,50,CSO,6,3,BETA,,
2002-03-18,9865,50,13,,NONE,,,PLAGE,,
2002-03-18,9866,33,-9,470,EAI,14,24,BETA-GAMMA-DELTA,,
2002-03-18,9867,61,-31,,NONE,,,PLAGE,,
2002-03-18,9868,45,20,,NONE,,,PLAGE,,
2002-03-18,9869,39,23,,NONE,,,PLAGE,,
2002-03-18,9870,20,-20,120,HAX,2,1,ALPHA,,
2002-03-18,9871,-20,-18,330,ESO,13,15,BETA,,
2002-03-18,9872,18,-32,30,DSO,8,4,BETA,,
2002-03-18,9873,9,-17,120,DAO,7,17,BETA,,
2002-03-19,9864,73,18,20,HSX,1,1,ALPHA,,
2002-03-19,9865,63,13,,NONE,,,PLAGE,,
2002-03-19,9866,46,-9,290,EAI,13,16,BETA-GAMMA-DELTA,,
2002-03-19,9867,74,-31,,NONE,,,PLAGE,,
2002-03-19,9868,58,20,,NONE,,,PLAGE,,
2002-03-19,9869,52,23,,NONE,,,PLAGE,,
2002-03-19,9870,35,-20,90,CAO,4,11,BETA,,
2002-03-19,9871,-7,-19,330,EAO,12,18,BETA,,
2002-03-19,9872,30,-32,70,DRO,8,5,BETA,,
2002-03-19,9873,21,-18,110,DAI,8,25,BETA,,
2002-03-20,9864,84,18,20,HSX,2,1,ALPHA,,
2002-03-20,9865,76,13,,NONE,,,PLAGE,,
