sep_index,pp_index,cdaw_sep_id,timestamp,cdaw_start_time,cdaw_max_time,cdaw_evn_max,cme_id,cme_launch_time,cme_1st_app_time,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,fl_id,fl_start_time,fl_peak_time,fl_rise_time,fl_lon,fl_lat,fl_goes_class,noaa_ar,noaa_ar_uncertain,harpnum,noaa_pf10MeV,ppf_gt10MeV,ppf_gt30MeV,ppf_gt60MeV,ppf_gt100MeV,fluence_gt10MeV,fluence_gt30MeV,fluence_gt60MeV,fluence_gt100MeV,gsep_pf_gt10MeV,gsep_max_time,m_type2_onset_time,dh_type2_onset_time,noaa-sep_flag,Inst_category,Comments,Notes,Fe_e_p_shock_notes,gsep_notes,slice_start,slice_end
gsep_244,psep_242,,2003-11-20 08:20:00,,,,lasco_8234,2003-11-20 07:20:01,2003-11-20 08:06:05,360,360,669,669,gid_soho_12457,2003-11-20 07:35:00,2003-11-20 07:47:00,12,8,1,M9.6,10501,FALSE,,,8.17,1.19,,,268000,55500,,,6.12,2003-11-20 11:15:00,,,0,P,This SEP has the same source eruption as psep_243,,Fe-rich;e-rich;p-poor; ,,2003-11-19 20:20:00,2003-11-21 04:30:00
gsep_245,psep_243,cdaw_sep_083,2003-11-21 04:45:00,2003-11-21 16:30:00,2003-11-22 02:30:00,14,,,2003-11-20 23:53:00,52,52,494,494,gid_soho_12456,2003-11-20 23:42:00,2003-11-20 23:53:00,11,17,2,M5.8,10501,FALSE,,14,16.53,1.36,,,2480000,286000,,,13.9,2003-11-22 02:30:00,,,1,P,,,,CME Data as in SRAG-SEP,2003-11-21 04:30:00,2003-11-23 22:55:00
gsep_246,psep_244,cdaw_sep_084,2003-12-02 12:15:00,2003-12-02 12:25:00,2003-12-02 18:20:00,89,lasco_8265,2003-12-02 10:15:50,2003-12-02 10:50:00,150,150,1393,1393,gid_soho_12522,2003-12-02 10:47:00,2003-12-02 11:49:00,62,92,-14,C8.0,10508,FALSE,,89,104.76,2.44,,,4410000,275000,,,88.9,2003-12-02 18:20:00,,,1,P,,Large data gap,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List; Behind Western Limb,2003-12-02 00:25:00,2003-12-04 05:55:00
gsep_247,psep_245,cdaw_sep_085,2004-04-11 05:40:00,2004-04-11 06:10:00,2004-04-11 18:45:00,35,lasco_8637,2004-04-11 03:53:02,2004-04-11 04:30:00,314,314,1645,1645,gid_soho_12894,2004-04-11 03:54:00,2004-04-11 04:19:00,25,46,-16,C9.6,10588,FALSE,,35,45.03,1.9,,,2030000,163000,,,35.5,2004-04-11 18:45:00,,2019-04-11 04:20:00,1,P,,,Fe-rich; ;p-rich; ,,2004-04-10 18:10:00,2004-04-12 13:20:00
gsep_248,psep_246,,2004-07-22 18:30:00,,,,,,2004-07-22 08:30:00,899,151,899,700,gid_soho_13174,2004-07-22 07:41:00,2004-07-22 07:59:00,18,-10,4,C5.3,10652,FALSE,,,5.9,1.47,,,621000,229000,,,4.29,2004-07-23 19:15:00,,,0,P,,,Fe-rich;e-rich;p-poor; ,CME Data as in SRAG-SEP,2004-07-22 06:30:00,2004-07-24 12:20:00
gsep_249,psep_247,cdaw_sep_086,2004-07-25 16:30:00,2004-07-25 16:55:00,2004-07-26 22:50:00,77,lasco_8992,2004-07-25 14:32:04,2004-07-25 14:54:00,360,360,1333,1333,gid_soho_13202,2004-07-25 14:19:00,2004-07-25 15:14:00,55,33,8,M1.1,10652,FALSE,,2090,2350.25,20.16,1.11,,13400000,595000,172000,,2090.0,2004-07-26 22:50:00,2019-07-25 15:21:00,2019-07-25 15:00:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2004-07-25 04:55:00,2004-07-27 07:00:00
gsep_250,psep_248,,2004-07-31 20:45:00,,,,lasco_9012,2004-07-31 05:43:54,2004-07-31 05:54:05,197,197,1192,1192,gid_soho_13238,2004-07-31 05:16:00,2004-07-31 06:57:00,101,105,8,C8.4,10652,FALSE,,,9.12,1.91,,,579000,199000,,,7.89,2004-08-01 21:50:00,,,0,P,Poor fit for CME launch time ,,,Flare location verified by SRAG-SEP List; Behind Western Limb,2004-07-31 08:45:00,2004-08-02 11:15:00
gsep_251,psep_249,cdaw_sep_087,2004-09-13 17:25:00,2004-09-13 20:00:00,2004-09-14 00:05:00,273,lasco_9110,2004-09-12 00:22:30,2004-09-12 00:36:00,360,360,1328,1328,gid_soho_13394,2004-09-12 00:04:00,2004-09-12 00:56:00,52,-49,3,M4.8,10672,FALSE,,273,315.71,5.24,0.98,,14500000,486000,205000,,273.0,2004-09-14 00:05:00,2019-09-13 00:23:00,2019-09-13 00:45:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2004-09-13 08:00:00,2004-09-15 00:05:00
gsep_252,psep_250,cdaw_sep_088,2004-09-19 17:25:00,2004-09-19 18:10:00,2004-09-20 01:00:00,57,,,, , , , ,gid_soho_13411,2004-09-19 16:46:00,2004-09-19 17:12:00,26,58,3,M1.9,10672,FALSE,,57,56.42,6.17,3.04,2.92,1950000,379000,146000,73300,57.3,2004-09-20 01:00:00,2019-09-19 16:56:00,2019-09-19 17:15:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2004-09-19 06:10:00,2004-09-20 11:05:00
gsep_253,psep_251,,2004-10-30 06:00:00,,,,lasco_9229,2004-10-30 05:41:05,2004-10-30 06:54:05,360,360,422,422,gid_soho_13500,2004-10-30 06:08:00,2004-10-30 06:18:00,10,22,13,M4.2,10691,FALSE,,,3.96,,,,337000,,,,2.68,2004-10-30 20:50:00,,,0,P,,,Fe-rich;e-rich;p-poor; ,,2004-10-29 18:00:00,2004-10-31 17:50:00
gsep_254,psep_252,cdaw_sep_089,2004-11-01 06:00:00,2004-11-01 06:10:00,2004-11-01 08:05:00,63,lasco_9242,2004-10-30 05:25:26,2004-11-01 06:06:00,146,266,925,925,,,,,,, ,,,,63,58.3,12.1,2.82,0.73,1580000,375000,115000,46000,63.1,2004-11-01 08:05:00,,2019-11-01 05:55:00,1,P,,,Fe-rich; ;p-rich; ,,2004-10-31 18:10:00,2004-11-01 18:30:00
gsep_255,psep_253,cdaw_sep_090,2004-11-07 17:40:00,2004-11-07 18:25:00,2004-11-08 01:15:00,495,lasco_9267,2004-11-07 16:15:36,2004-11-07 16:54:00,360,360,1759,1759,gid_soho_13573,2004-11-07 15:42:00,2004-11-07 16:06:00,24,17,9,X2.0,10696,FALSE,,495,522.56,16.29,1.74,,13800000,452000,74700,,495.0,2004-11-08 01:15:00,2019-11-07 15:59:00,2019-11-07 16:25:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2004-11-07 06:25:00,2004-11-08 14:10:00
gsep_256,psep_254,,2004-11-08 17:20:00,,,,lasco_9272,2004-11-08 14:02:39,2004-11-08 14:54:06,23,23,605,605,,,,,,, ,,,,,144.11,4.62,,,6390000,227000,,,124.0,2004-11-09 00:40:00,,,0,P,,,,CME Data as in SRAG-SEP,2004-11-08 05:20:00,2004-11-09 19:50:00
gsep_257,,cdaw_sep_091,2004-11-09 20:00:00,2004-11-09 20:00:00,2004-11-09 21:30:00,82,lasco_9275,2004-11-09 16:56:43,2004-11-09 17:26:00,360,360,2000,2000,gid_soho_13588,2004-11-09 16:59:00,2004-11-09 17:19:00,20,51,8,M8.9,10696,FALSE,,82,,,,,,,,,82.4,2004-11-09 21:30:00,2019-11-09 17:24:00,2019-11-09 17:35:00,1,P,"Taken from CDAW -    SOHO shock 09/18:24 UT (unrelated, 07/16:54, prev. event)",,,,2004-11-09 08:00:00,2004-11-10 03:00:00
gsep_258,psep_255,cdaw_sep_092,2004-11-10 03:05:00,2004-11-10 03:15:00,2004-11-10 16:55:00,424,lasco_9277,2004-11-10 02:05:02,2004-11-10 02:26:00,360,360,3387,3387,gid_soho_13595,2004-11-10 01:59:00,2004-11-10 02:13:00,14,49,9,X2.5,10696,FALSE,,424,415.2,30.19,4.15,1.08,22200000,2100000,425000,160000,424.0,2004-11-10 16:55:00,2019-11-10 02:07:00,2019-11-10 02:25:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2004-11-09 15:15:00,2004-11-12 17:35:00
gsep_259,psep_256,,2004-12-03 13:30:00,,,,lasco_9347,2004-12-03 23:44:44,2004-12-03 00:26:05,360,360,1216,1216,gid_soho_13640,2004-12-02 23:44:00,2004-12-03 00:06:00,22,2,8,M1.5,10708,FALSE,,,5.15,,,,695000,,,,3.18,2004-12-03 21:25:00,,,0,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2004-12-03 01:30:00,2004-12-05 07:10:00
gsep_260,psep_257,,2005-01-15 07:55:00,,,,,,2005-01-15 06:30:00,360,360,2049,2049,gid_soho_13751,2005-01-15 05:54:00,2005-01-15 06:38:00,44,-4,16,M8.6,10720,FALSE,,,10.66,2.14,0.83,,349000,81700,35700,,14.2,2005-01-15 19:15:00,,,0,P,This SEP has the same source eruption as psep_258,Brief data gap,Fe-poor; ;p-rich; no shock passage,,2005-01-14 19:55:00,2005-01-15 20:25:00
gsep_261,psep_258,cdaw_sep_093,2005-01-16 00:55:00,2005-01-16 01:05:00,2005-01-16 18:40:00,365,lasco_9469,2005-01-15 22:36:22,2005-01-15 23:06:50,360,360,2861,2861,gid_soho_13737,2005-01-15 22:25:00,2005-01-15 23:02:00,37,5,15,X2.6,10720,FALSE,,365,356.2,30.63,2.75,,21800000,1620000,184000,,365.0,2005-01-16 18:40:00,2019-01-15 22:24:00,2019-01-15 23:00:00,1,P,This SEP has the same source eruption as psep_257,,Fe-poor; ;p-rich; shock passage,,2005-01-15 13:05:00,2005-01-17 12:15:00
gsep_262,psep_259,cdaw_sep_094,2005-01-17 12:25:00,2005-01-17 12:40:00,2005-01-17 17:50:00,5040,lasco_9474,2005-01-17 09:38:25,2005-01-17 09:54:00,360,360,2547,2094,gid_soho_13763,2005-01-17 06:59:00,2005-01-17 09:52:00,173,25,15,X3.8,10720,FALSE,,5040,4220.47,771.52,72.48,7.24,176000000,29100000,2910000,322000,5040.0,2005-01-17 17:50:00,2019-01-17 09:43:00,2019-01-17 10:00:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2005-01-17 00:40:00,2005-01-19 14:00:00
gsep_263,psep_260,cdaw_sep_095,2005-01-20 06:40:00,2005-01-20 06:55:00,2005-01-20 08:10:00,1860,lasco_9485,2005-01-20 05:55:49,2005-01-20 06:54:00,360,360,882,3256,gid_soho_13789,2005-01-20 06:36:00,2005-01-20 07:01:00,25,61,14,X7.1,10720,FALSE,,1860,2684.11,1405.89,861.13,480,73600000,24600000,8740000,3220000,1860.0,2005-01-20 08:10:00,2019-01-20 06:44:00,2019-01-20 07:15:00,1,P,,,Fe-rich; ;p-rich; ,,2005-01-19 18:55:00,2005-01-22 00:20:00
gsep_264,psep_261,,2005-05-06 03:50:00,,,,,,2005-05-06 11:54:05,129,129,1120,1120,gid_soho_13886,2005-05-06 11:11:00,2005-05-06 11:28:00,17,76,-4,M1.3,10756,FALSE,,,5.67,,,,627000,,,,3.28,2005-05-07 09:45:00,,,0,P,,,Fe-rich;e-rich;p-poor; ,CME Data as in SRAG-SEP; Papaionnau et al. (2016) data was wrong for flare start and end times.,2005-05-05 15:50:00,2005-05-07 21:20:00
gsep_265,psep_262,cdaw_sep_096,2005-05-13 18:25:00,2005-05-13 18:45:00,2005-05-15 02:40:00,338,lasco_9887,2005-05-13 16:40:41,2005-05-13 17:12:00,360,360,1689,1689,gid_soho_13940,2005-05-13 16:13:00,2005-05-13 16:57:00,44,-11,12,M8.0,10759,FALSE,,3140,4019.83,10.18,,,36500000,528000,,,3140.0,2005-05-15 02:40:00,2019-05-13 16:38:00,2019-05-13 17:00:00,1,P,Poor fit (only two data points) for CME launch time,,Fe-poor; ; ; slow rise-peak at the shock,,2005-05-13 06:45:00,2005-05-15 12:05:00
gsep_266,psep_263,cdaw_sep_097,2005-06-16 20:25:00,2005-06-16 20:45:00,2005-06-17 05:00:00,44,,,, , , , ,,2005-06-16 20:01:00,2005-06-16 20:22:00,21,90,8,M4.0,10775,FALSE,,44,43,13.33,4.45,1.36,2310000,691000,217000,79100,43.8,2005-06-17 05:00:00,,2019-06-16 20:25:00,1,P,Info taken from https://solarmonitor.org/motd_pop.php?date=20050617 for the flare and source AR.,,Fe-rich; ;p-rich; ,,2005-06-16 08:45:00,2005-06-17 21:05:00
gsep_267,psep_264,,2005-07-13 17:15:00,,,,lasco_10115,2005-07-13 14:03:55,2005-07-13 14:30:05,360,360,1423,1423,gid_soho_14101,2005-07-13 14:01:00,2005-07-13 14:49:00,48,90,11,M5.0,10786,FALSE,,,15.13,1.69,,,514000,81800,,,12.5,2005-07-14 02:55:00,,,0,P,,,Fe-rich;e-rich;p-poor; ,,2005-07-13 05:15:00,2005-07-14 12:45:00
gsep_268,psep_265,cdaw_sep_098,2005-07-14 12:55:00,2005-07-14 13:05:00,2005-07-15 03:45:00,134,lasco_10121,2005-07-14 10:21:42,2005-07-14 10:54:00,360,360,2115,2115,gid_soho_14108,2005-07-14 10:16:00,2005-07-14 10:55:00,39,90,11,X1.2,10786,FALSE,,134,121.65,9.19,1.11,,11000000,826000,175000,,134.0,2005-07-15 03:45:00,,2019-07-14 10:55:00,1,P,,,Fe-poor; ;p-rich; shock passage,Flare location verified by SRAG-SEP List,2005-07-14 01:05:00,2005-07-17 03:25:00
gsep_269,psep_266,cdaw_sep_099,2005-07-17 13:25:00,2005-07-17 14:15:00,2005-07-17 22:40:00,22,lasco_10143,2005-07-17 11:11:06,2005-07-17 11:30:00,360,120,1527,1527,,,,,116,9, ,10789,TRUE,,22,22.71,3.35,0.77,,1800000,410000,180000,,22.1,2005-07-17 22:40:00,,2019-07-17 11:50:00,1,P,,,Fe-poor; ;p-rich; no shock passage,CME and flare location verified as in SRAG-SEP List,2005-07-17 02:15:00,2005-07-18 23:55:00
gsep_270,psep_267,,2005-07-26 20:55:00,,,,lasco_10178,2005-07-26 04:11:11,2005-07-26 04:54:29,360,360,1458,1458,,,,,,, ,,,,,43.86,3.04,0.92,,12100000,1330000,528000,,7.83,2005-07-27 21:55:00,,,0,P,,,,,2005-07-26 08:55:00,2005-07-27 22:15:00
gsep_271,,cdaw_sep_100,2005-07-27 22:25:00,2005-07-27 22:25:00,2005-07-29 17:15:00,41,lasco_10183,2005-07-27 04:34:51,2005-07-27 04:54:00,360,360,1787,1787,gid_soho_14128,2005-07-27 04:33:00,2005-07-27 05:02:00,29,-90,11,M3.7,10792,FALSE,,41,,,,,,,,,41.1,2005-07-29 17:15:00,,2019-07-27 07:45:00,1,P,,,,,2005-07-27 10:25:00,2005-08-01 10:15:00
gsep_272,psep_268,,2005-08-22 02:25:00,,,,lasco_10282,2005-08-22 00:52:05,2005-08-22 01:31:48,360,360,1194,1194,gid_soho_14158,2005-08-22 00:44:00,2005-08-22 01:33:00,49,54,-11,M2.6,10798,FALSE,,,8.99,1.41,0.77,,287000,63800,31300,,7.28,2005-08-22 06:40:00,,,0,P,,,Fe-rich; ;p-rich; ,,2005-08-21 14:25:00,2005-08-22 19:00:00
gsep_273,psep_269,cdaw_sep_101,2005-08-22 19:10:00,2005-08-22 19:20:00,2005-08-23 10:45:00,337,lasco_10287,2005-08-22 17:00:31,2005-08-22 17:30:00,360,360,2378,2378,gid_soho_14159,2005-08-22 16:46:00,2005-08-22 17:27:00,41,65,-13,M5.6,10798,FALSE,,337,345.68,16.18,1.52,0.97,24700000,1090000,220000,98600,337.0,2005-08-23 10:45:00,,2019-08-22 17:15:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2005-08-22 07:20:00,2005-08-24 12:40:00
gsep_274,psep_270,cdaw_sep_102,2005-09-07 20:00:00,2005-09-07 20:10:00,2005-09-11 04:25:00,45,,,, , , , ,gid_soho_14184,2005-09-07 17:17:00,2005-09-07 17:40:00,23,-77,-11,X17.0,10808,FALSE,,1880,1941.83,108.1,14.54,3.25,154000000,15200000,2420000,563000,1880.0,2005-09-11 04:25:00,2019-09-07 17:42:00,2019-09-07 18:05:00,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2005-09-07 08:10:00,2005-09-13 22:40:00
gsep_275,psep_271,cdaw_sep_103,2005-09-13 22:50:00,2005-09-13 23:00:00,2005-09-14 15:20:00,183,lasco_10371,2005-09-13 19:35:50,2005-09-13 20:00:00,360,360,1866,1866,gid_soho_14240,2005-09-13 19:19:00,2005-09-13 19:27:00,8,-10,-9,X1.5,10808,FALSE,,183,276.2,8.04,1.04,,15700000,758000,151000,,235.0,2005-09-15 09:05:00,,2019-09-13 20:20:00,1,P,,,Fe-poor; ;p-rich; shock passage,,2005-09-13 11:00:00,2005-09-16 13:20:00
gsep_276,psep_272,,2006-07-06 10:15:00,,,,lasco_11181,2006-07-06 08:20:11,2006-07-06 08:54:04,360,360,911,911,gid_soho_14431,2006-07-06 08:13:00,2006-07-06 08:36:00,23,34,-9,M2.5,10898,FALSE,,,4.18,1.64,,,308000,141000,,,2.58,2006-07-07 02:50:00,,,0,P,,,,,2006-07-05 22:15:00,2006-07-08 03:55:00
gsep_277,psep_273,,2006-12-05 14:35:00,,,,,,, , , , ,gid_soho_14506,2006-12-05 10:18:00,2006-12-05 10:35:00,17,-68,-7,X9.0,10930,FALSE,,,10.29,2.68,,,483000,162000,,,16.8,2006-12-06 18:45:00,,,0,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2006-12-05 02:35:00,2006-12-06 18:45:00
gsep_278,psep_274,cdaw_sep_104,2006-12-06 18:55:00,2006-12-06 23:15:00,2006-12-07 18:40:00,290,lasco_11663,,2006-12-06 20:12:00,360, , , ,gid_soho_14510,2006-12-06 18:29:00,2006-12-06 18:47:00,18,-64,-5,X6.5,10930,FALSE,,1980,1901.34,229.35,33.66,6.89,150000000,17000000,2460000,511000,1980.0,2006-12-07 18:40:00,2019-12-06 18:42:00,2019-12-06 19:00:00,1,P,No data points; no fit for CME launch time,,Fe-poor; ; ; slow rise-peak at the shock,,2006-12-06 11:15:00,2006-12-11 03:05:00
gsep_279,psep_275,cdaw_sep_105,2006-12-13 02:35:00,2006-12-13 02:55:00,2006-12-13 09:25:00,698,lasco_11677,2006-12-13 02:18:30,2006-12-13 02:54:00,360,360,1774,1774,gid_soho_14535,2006-12-13 02:14:00,2006-12-13 02:40:00,26,23,-6,X3.4,10930,FALSE,,698,690.88,302.84,109.86,39.97,39800000,9860000,2740000,804000,698.0,2006-12-13 09:25:00,2019-12-13 02:26:00,2019-12-13 02:45:00,1,P,,,Fe-rich; ;p-rich; ,,2006-12-12 14:55:00,2006-12-14 21:30:00
gsep_280,psep_276,cdaw_sep_106,2006-12-14 22:40:00,2006-12-14 22:55:00,2006-12-15 00:15:00,215,lasco_11681,2006-12-14 21:49:24,2006-12-14 22:30:00,360,360,1041,1042,gid_soho_14537,2006-12-14 21:07:00,2006-12-14 22:15:00,68,46,-6,X1.5,10930,FALSE,,215,17.77,3.66,1.12,0.52,807000,220000,90200,43200,215.0,2006-12-15 00:15:00,2019-12-14 22:09:00,2019-12-14 22:30:00,1,P,,,Fe-rich; ;p-rich; ,,2006-12-14 10:55:00,2006-12-15 11:00:00
gsep_281,psep_277,,2010-08-03 14:45:00,,,,lasco_15378,2010-08-03 06:58:48,2010-08-03 11:12:07,21,21,221,221,,,,,,, ,,,,,7.46,,,,240000,,,,5.2895,2010-08-03 19:30:00,,,0,P,,,,,2010-08-03 02:45:00,2010-08-04 07:25:00
gsep_282,psep_278,cdaw_sep_107,2010-08-14 10:30:00,2010-08-14 11:05:00,2010-08-14 12:45:00,14,lasco_15414,2010-08-14 09:39:25,2010-08-14 10:12:00,360,360,1205,1205,gid_sdo_34,2010-08-14 09:38:00,2010-08-14 10:05:00,27,50,17,C4.4,11099,FALSE,115,14,16.19,2.32,,,858000,423000,,,14.179,2010-08-14 12:45:00,2019-08-14 09:52:00,,1,P,,,,,2010-08-13 23:05:00,2010-08-14 23:30:00
gsep_283,psep_279,,2010-08-18 07:20:00,,,,lasco_15427,2010-08-18 05:21:28,2010-08-18 05:48:05,184,184,1471,1471,gid_sdo_41,2010-08-18 04:45:00,2010-08-18 05:48:00,63,90,17,C4.5,11099,TRUE,115,,5.61,,,,400000,,,,4.1254,2010-08-18 13:10:00,,,0,P,,,,,2010-08-17 19:20:00,2010-08-19 08:20:00
gsep_284,psep_280,cdaw_sep_108,2011-03-07 22:45:00,2011-03-07 21:45:00,2011-03-08 08:00:00,50,lasco_16092,2011-03-07 19:45:44,2011-03-07 20:00:00,360,360,2125,2125,gid_sdo_322,2011-03-07 19:43:00,2011-03-07 20:12:00,29,59,24,M3.7,11164,FALSE,393,50,32.91,3.71,1.08,,3900000,641000,301000,,50.386,2011-03-08 08:00:00,2019-03-07 19:54:00,2019-03-07 20:00:00,1,P,,,,,2011-03-07 09:45:00,2011-03-10 10:05:00
gsep_285,psep_281,,2011-03-21 03:25:00,,,,lasco_16165,2011-03-21 02:04:40,2011-03-21 02:24:00,360,360,1341,1341,,,,,,, ,11174,TRUE,431,,7.29,2.77,1.12,,245000,102000,46400,,8.019,2011-03-21 11:15:00,,,0,P,,,,,2011-03-20 15:25:00,2011-03-21 17:15:00
gsep_286,psep_282,cdaw_sep_109,2011-03-21 17:25:00,2011-03-21 04:10:00,2011-03-22 01:35:00,14,lasco_16171,2011-03-21 16:06:16,2011-03-21 16:12:05,84,84,608,608,,,,,,, ,,,,14,11.1,2.43,,,643000,241000,,,14.513,2011-03-22 01:35:00,,,1,P,Poor fit for CME launch time,,,,2011-03-21 05:25:00,2011-03-22 06:15:00
gsep_287,psep_283,,2011-06-05 06:10:00,,,,lasco_16678,2011-06-05 05:10:06,2011-06-05 06:26:14,17,17,578,578,,,,,,, ,,,,,4.82,1.95,,,522000,245000,,,4.8677,2011-06-06 04:05:00,,,0,P,,,,,2011-06-04 18:10:00,2011-06-07 06:50:00
gsep_288,psep_284,cdaw_sep_110,2011-06-07 06:55:00,2011-06-07 07:20:00,2011-06-07 18:20:00,72,lasco_16698,2011-06-07 06:06:37,2011-06-07 06:49:00,360,360,1255,1255,gid_sdo_600,2011-06-07 06:16:00,2011-06-07 06:41:00,25,54,-21,M2.5,11226,FALSE,637,72,55.45,19,5.93,1.75,4010000,1340000,481000,194000,72.866,2011-06-07 18:20:00,2019-06-07 06:25:00,2019-06-07 06:45:00,1,P,,,Fe-rich; ;p-rich; ,,2011-06-06 19:20:00,2011-06-08 07:35:00
gsep_289,psep_285,,2011-06-16 20:00:00,,,,lasco_16726,2011-06-11 06:02:45,2011-06-11 06:48:06,35,35,596,596,,,,,,, ,,,,,4.52,,,,1060000,,,,8.0348,2011-06-17 08:05:00,,,0,P,,,,,2011-06-16 08:00:00,2011-06-18 15:00:00
gsep_290,psep_286,cdaw_sep_111,2011-08-04 04:05:00,2011-08-04 04:30:00,2011-08-05 21:50:00,80,lasco_16983,2011-08-04 03:30:14,2011-08-04 04:12:00,360,123,1315,338,gid_sdo_704,2011-08-04 03:41:00,2011-08-04 03:57:00,16,36,19,M9.3,11261,FALSE,750,96,59,13.56,2.99,0.85,6280000,1010000,344000,160000,96.379,2011-08-05 21:50:00,2019-08-04 03:54:00,2019-08-04 04:15:00,1,P,,,Fe-rich; ;p-rich; ,,2011-08-03 16:30:00,2011-08-06 06:05:00
gsep_291,psep_287,,2011-08-08 18:20:00,,,,lasco_17005,2011-08-08 17:44:42,2011-08-08 18:12:07,237,237,1343,1343,gid_sdo_736,2011-08-08 18:00:00,2011-08-08 18:10:00,10,61,16,M3.5,11263,FALSE,753,,3.88,1.43,,,105000,56900,,,4.0344,2011-08-08 20:00:00,,,0,P,,,,,2011-08-08 06:20:00,2011-08-09 08:00:00
gsep_292,psep_288,cdaw_sep_112,2011-08-09 08:10:00,2011-08-09 08:20:00,2011-08-09 12:10:00,26,lasco_17009,2011-08-09 07:44:50,2011-08-09 08:12:00,360,360,1610,1610,gid_sdo_741,2011-08-09 07:48:00,2011-08-09 08:05:00,17,69,17,X6.9,11263,FALSE,753,26,27.25,11.79,3.8,1.24,956000,372000,164000,79100,26.919,2011-08-09 12:10:00,2019-08-09 08:01:00,2019-08-09 08:20:00,1,P,,,Fe-rich;e-rich;p-poor; ,,2011-08-08 20:20:00,2011-08-10 00:00:00
gsep_293,psep_289,,2011-09-06 01:45:00,,,,lasco_17136,2011-09-06 01:45:26,2011-09-06 02:24:05,360,360,782,782,gid_sdo_802,2011-09-06 22:12:00,2011-09-06 22:20:00,8,18,14,X2.1,11283,TRUE,833,,7.66,2.99,1.22,0.63,900000,455000,241000,130000,8.8469,2011-09-07 07:15:00,,,0,P,Complex event. It starts around 2011-09-06 23:00. There is also another 10 MeV event which is associated to an M5.3.,,,,2011-09-05 13:45:00,2011-09-08 03:15:00
gsep_294,psep_290,cdaw_sep_113,2011-09-22 22:30:00,2011-09-22 17:55:00,2011-09-26 11:55:00,14,lasco_17243,2011-09-22 10:27:35,2011-09-22 10:48:00,360,360,1905,1905,gid_sdo_899,2011-09-22 10:29:00,2011-09-22 11:01:00,32,-78,13,X1.4,11302,FALSE,892,35,22.99,2.15,0.98,,4630000,950000,466000,,38.978,2011-09-26 12:35:00,2019-09-22 10:39:00,2019-09-22 11:05:00,1,P,,,,,2011-09-22 05:55:00,2011-09-28 03:30:00
gsep_295,psep_291,,2011-10-22 12:15:00,,,,lasco_17447,2011-10-22 10:07:08,2011-10-22 10:24:05,360,360,1005,1005,gid_sdo_1068,2011-10-22 10:00:00,2011-10-22 11:10:00,70,77,25,M1.3,11314,FALSE,940,,7.88,,,,824000,,,,13.181,2011-10-23 15:35:00,,,0,P,,,,,2011-10-22 00:15:00,2011-10-24 04:45:00
gsep_296,psep_292,,2011-11-03 23:35:00,,,,lasco_17535,2011-11-03 21:30:42,2011-11-03 23:30:05,360,360,991,991,gid_sdo_1125,2011-11-03 20:16:00,2011-11-03 20:27:00,11,-63,22,X1.9,11339,TRUE,1028,,3.83,1.77,0.89,,693000,404000,232000,,4.0878,2011-11-04 11:15:00,,,0,S,,,,,2011-11-03 11:35:00,2011-11-04 20:25:00
gsep_297,psep_293,cdaw_sep_114,2011-11-26 07:45:00,2011-11-26 08:15:00,2011-11-27 01:25:00,80,lasco_17680,2011-11-26 06:39:34,2011-11-26 07:12:00,360,360,933,933,gid_sdo_1262,2011-11-26 06:09:00,2011-11-26 07:10:00,61,39,8,C1.2,11353,FALSE,1093,80,48.14,2.77,0.98,,4120000,600000,312000,,80.263,2011-11-27 01:25:00,,2019-11-26 07:15:00,1,P,,,,,2011-11-25 20:15:00,2011-11-28 09:25:00
gsep_298,psep_294,,2011-12-25 18:55:00,,,,lasco_17825,2011-12-25 17:00:52,2011-12-25 18:48:06,125,125,366,366,gid_sdo_1374,2011-12-25 18:11:00,2011-12-25 18:16:00,5,31,-21,M4.0,11387,FALSE,1209,,3.5,1.47,,,141000,69700,,,3.2303,2011-12-26 01:35:00,,,0,P,,,,,2011-12-25 06:55:00,2011-12-26 12:55:00
gsep_299,psep_295,,2012-01-19 19:20:00,,,,lasco_17972,2012-01-19 14:31:13,2012-01-19 14:36:05,360,360,1120,1120,gid_sdo_1497,2012-01-19 13:44:00,2012-01-19 16:05:00,141,-22,32,M3.2,11402,FALSE,1321,,3.35,,,,601000,,,,3.5137,2012-01-20 19:50:00,,,0,P,Poor fit for CME launch time ,,,,2012-01-19 07:20:00,2012-01-22 14:20:00
